name,type,id_first,id,type,date,date_unixtime,from,from_id,photo,photo_file_size,width,height,text,text_entities,reply_to_message_id,edited,edited_unixtime,reactions,file,file_name,file_size,thumbnail,thumbnail_file_size,mime_type,media_type,sticker_emoji,forwarded_from,duration_seconds,saved_from,author
💬 Marketing Practicum Chat,private_supergroup,1782474569,42573,message,2025-02-01T17:16:55,1738419415,Pasha Sannikov,user1272493086,,,,,"Говорят, что Никола и Тесла сделали открытие, которое человечество еще не готово принять. Они поругались и закрыли то открытие","[{'type': 'plain', 'text': 'Говорят, что Никола и Тесла сделали открытие, которое человечество еще не готово принять. Они поругались и закрыли то открытие'}]",42571.0,,,,,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42574,message,2025-02-01T17:20:59,1738419659,Люба Редько,user49752286,,,,,"Да что-то пытались в подставу даже, прошарили всё, но дупла не обнаружили","[{'type': 'plain', 'text': 'Да что-то пытались в подставу даже, прошарили всё, но дупла не обнаружили'}]",42568.0,,,,,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42575,message,2025-02-01T17:21:23,1738419683,Андрей Дамаскин,user87502689,,,,,"Н, И, Кола сидели на трубе, И упало, Н пропало, Кола встретила Коку и замутила стартап, дальше вы и так знаете","[{'type': 'plain', 'text': 'Н, И, Кола сидели на трубе, И упало, Н пропало, Кола встретила Коку и замутила стартап, дальше вы и так знаете'}]",42573.0,2025-02-01T20:25:38,1738430738,"[{'type': 'emoji', 'count': 1, 'emoji': '👍', 'recent': [{'from': 'Vika', 'from_id': 'user264402428', 'date': '2025-02-01T20:25:38'}]}, {'type': 'emoji', 'count': 1, 'emoji': '🤣', 'recent': [{'from': 'Vika', 'from_id': 'user264402428', 'date': '2025-02-01T20:25:38'}]}]",,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42576,message,2025-02-01T17:22:15,1738419735,Андрей Дамаскин,user87502689,,,,,Подставные заявки в разные места раскидывали?,"[{'type': 'plain', 'text': 'Подставные заявки в разные места раскидывали?'}]",42574.0,,,,,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42577,message,2025-02-01T17:23:08,1738419788,Люба Редько,user49752286,,,,,"Нет, конечно. У нас не такое количество номеров телефонов)) 

так, пару штук по самым очевидным и сквозным.","[{'type': 'plain', 'text': 'Нет, конечно. У нас не такое количество номеров телефонов)) \n\nтак, пару штук по самым очевидным и сквозным.'}]",42576.0,,,,,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42578,message,2025-02-01T17:27:53,1738420073,Андрей Дамаскин,user87502689,,,,,"А много не надо, достаточно проверить основные 3-4 места на предмет утечки","[{'type': 'plain', 'text': 'А много не надо, достаточно проверить основные 3-4 места на предмет утечки'}]",42577.0,,,,,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42579,message,2025-02-01T18:39:58,1738424398,Pasha Sannikov,user1272493086,,,,,"['Ну вот, дорогие друзья. Пришло это время... Теперь нас всех  заменит... Павля ', {'type': 'link', 'text': 'https://pavlya.pro/?utm_term=sporim&utm_source=yandexdirect_sporim&yclid=16760775399552581631'}, '']","[{'type': 'plain', 'text': 'Ну вот, дорогие друзья. Пришло это время... Теперь нас всех  заменит... Павля '}, {'type': 'link', 'text': 'https://pavlya.pro/?utm_term=sporim&utm_source=yandexdirect_sporim&yclid=16760775399552581631'}, {'type': 'plain', 'text': ''}]",,2025-02-01T19:19:02,1738426742,,,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42580,message,2025-02-01T18:43:53,1738424633,Pasha Sannikov,user1272493086,,,,,"Почему... Почему они решили за основу имени взять имя Павел... Есть же много других прекрасных имен: Анля, Олеля, Люболя, Никиля,, Эдуля, Дмиля, Иляля, Викля и т.д. Почему они остановились на Павле...","[{'type': 'plain', 'text': 'Почему... Почему они решили за основу имени взять имя Павел... Есть же много других прекрасных имен: Анля, Олеля, Люболя, Никиля,, Эдуля, Дмиля, Иляля, Викля и т.д. Почему они остановились на Павле...'}]",,2025-02-01T18:51:01,1738425061,,,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42581,message,2025-02-01T18:44:29,1738424669,Elena Molvinskikh,user160077561,,,534.0,778.0,"что ждать от помощника, который не может рубашку в штаны  заправить","[{'type': 'plain', 'text': 'что ждать от помощника, который не может рубашку в штаны  заправить'}]",,2025-02-01T18:46:33,1738424793,"[{'type': 'emoji', 'count': 3, 'emoji': '😁', 'recent': [{'from': 'Алексей Ермолов', 'from_id': 'user1829741608', 'date': '2025-02-01T19:14:31'}, {'from': 'Elena', 'from_id': 'user370491802', 'date': '2025-02-01T19:08:42'}, {'from': 'Pasha Sannikov', 'from_id': 'user1272493086', 'date': '2025-02-01T18:46:33'}]}]",(File not included. Change data exporting settings to download.),image_2025-02-01_18-44-29.png,352227.0,(File not included. Change data exporting settings to download.),13419.0,image/png,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42582,message,2025-02-01T18:55:02,1738425302,Pasha Sannikov,user1272493086,,,,,"Конечно, на разные площадки, только на 1ой - 13000 показов. А на остальных от 1 до 4 )))","[{'type': 'plain', 'text': 'Конечно, на разные площадки, только на 1ой - 13000 показов. А на остальных от 1 до 4 )))'}]",42555.0,2025-02-01T18:56:36,1738425396,,,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42583,message,2025-02-01T18:56:21,1738425381,Pasha Sannikov,user1272493086,,,,,И такое может быть. Большое спасибо,"[{'type': 'plain', 'text': 'И такое может быть. Большое спасибо'}]",42558.0,2025-02-01T19:07:49,1738426069,,,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42584,message,2025-02-01T18:57:34,1738425454,Pasha Sannikov,user1272493086,,,,,Так вот почему Кока-Кола так бодрит!,"[{'type': 'plain', 'text': 'Так вот почему Кока-Кола так бодрит!'}]",42575.0,,,,,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42585,message,2025-02-01T19:45:03,1738428303,Олег,user5392944830,,,,,"Похоже не с утечками связаны перехваты, а оператор сотовый сливает, называя это звонки тем кто посещал или заказывал на таких то сайтах или тому подобное","[{'type': 'plain', 'text': 'Похоже не с утечками связаны перехваты, а оператор сотовый сливает, называя это звонки тем кто посещал или заказывал на таких то сайтах или тому подобное'}]",42578.0,2025-02-05T14:24:48,1738754688,,,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42586,message,2025-02-01T19:48:41,1738428521,Олег,user5392944830,,,,,"Нам заказ пришёл с брендового сайта, манагер поделился с нами этим фактом, он позвонил через 3 минуты, а потом заказчику начали названивать с предложениями, а он больше ни где не отправлял заявок, спросил манагера - чего за звонки, долго ещё названивать мол собираются?","[{'type': 'plain', 'text': 'Нам заказ пришёл с брендового сайта, манагер поделился с нами этим фактом, он позвонил через 3 минуты, а потом заказчику начали названивать с предложениями, а он больше ни где не отправлял заявок, спросил манагера - чего за звонки, долго ещё названивать мол собираются?'}]",42574.0,2025-02-01T22:20:47,1738437647,"[{'type': 'emoji', 'count': 1, 'emoji': '👍', 'recent': [{'from': 'Данилов | Маркетолог', 'from_id': 'user1164775873', 'date': '2025-02-01T22:20:47'}]}]",,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42587,message,2025-02-01T20:20:39,1738430439,Tatyana Stremousova,user454218474,,,,,"Ребята, подскажите в каких бесплатных программах можно быстро делать креативы? Пробовала supa - оч примитивные варианты и однообразные.","[{'type': 'plain', 'text': 'Ребята, подскажите в каких бесплатных программах можно быстро делать креативы? Пробовала supa - оч примитивные варианты и однообразные.'}]",,,,,,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42588,message,2025-02-01T20:25:41,1738430741,Андрей Понизов,user283522178,,,,,Быстро и бесплатно наверное только в примитивных. Canva ещё есть можно её попробовать,"[{'type': 'plain', 'text': 'Быстро и бесплатно наверное только в примитивных. Canva ещё есть можно её попробовать'}]",42587.0,2025-02-01T20:26:44,1738430804,"[{'type': 'emoji', 'count': 1, 'emoji': '🙏', 'recent': [{'from': 'Tatyana Stremousova', 'from_id': 'user454218474', 'date': '2025-02-01T20:26:44'}]}]",,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42589,message,2025-02-01T20:36:13,1738431373,Олег,user5392944830,,,,,PhotoShop,"[{'type': 'plain', 'text': 'PhotoShop'}]",42587.0,,,,,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42590,message,2025-02-01T21:33:59,1738434839,Андрей Дамаскин,user87502689,,,,,Figma,"[{'type': 'plain', 'text': 'Figma'}]",42587.0,2025-02-01T21:45:36,1738435536,"[{'type': 'emoji', 'count': 1, 'emoji': '👍', 'recent': [{'from': 'Алексей Ермолов', 'from_id': 'user1829741608', 'date': '2025-02-01T21:45:36'}]}]",,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42591,message,2025-02-01T21:50:12,1738435812,Андрей Дамаскин,user87502689,,,,,"Как бы это странно не звучало, но Paint net","[{'type': 'plain', 'text': 'Как бы это странно не звучало, но Paint net'}]",,,,,,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42592,message,2025-02-01T22:02:27,1738436547,Tatyana Stremousova,user454218474,,,,,"Надо попробовать) а в фигме все же навыки нужны, чтобы работать","[{'type': 'plain', 'text': 'Надо попробовать) а в фигме все же навыки нужны, чтобы работать'}]",42591.0,,,,,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42593,message,2025-02-01T22:06:35,1738436795,Алексей Ермолов,user1829741608,,,,,"И навыки и опыт, верно! Вообще по-хорошему за креативами лучше обращаться к дизайнеру. Это стоит не всегда огромных денег – но результат будет стоящий.","[{'type': 'plain', 'text': 'И навыки и опыт, верно! Вообще по-хорошему за креативами лучше обращаться к дизайнеру. Это стоит не всегда огромных денег – но результат будет стоящий.'}]",42592.0,2025-02-01T22:06:52,1738436812,,,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42594,message,2025-02-01T22:12:57,1738437177,Олег,user5392944830,,,,,"Везде навыки нужны, ещё знания и умения","[{'type': 'plain', 'text': 'Везде навыки нужны, ещё знания и умения'}]",42592.0,2025-02-01T22:37:14,1738438634,"[{'type': 'emoji', 'count': 1, 'emoji': '💯', 'recent': [{'from': 'Tatyana Stremousova', 'from_id': 'user454218474', 'date': '2025-02-01T22:37:15'}]}]",,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42595,message,2025-02-01T22:16:17,1738437377,Алексей Ермолов,user1829741608,,,,,и поэтому если где-то пробел – отдай специалисту.,"[{'type': 'plain', 'text': 'и поэтому если где-то пробел – отдай специалисту.'}]",42594.0,2025-02-01T22:16:34,1738437394,,,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42596,message,2025-02-01T22:17:01,1738437421,Олег,user5392944830,photos/photo_1808@01-02-2025_22-17-01.jpg,68140.0,724.0,618.0,,[],42595.0,2025-02-01T22:17:27,1738437447,"[{'type': 'emoji', 'count': 2, 'emoji': '🔥', 'recent': [{'from': 'Elena', 'from_id': 'user370491802', 'date': '2025-02-05T16:52:47'}, {'from': 'Алексей Ермолов', 'from_id': 'user1829741608', 'date': '2025-02-01T22:17:27'}]}, {'type': 'emoji', 'count': 1, 'emoji': '👍', 'recent': [{'from': 'Данилов | Маркетолог', 'from_id': 'user1164775873', 'date': '2025-02-01T22:18:44'}]}]",,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42597,message,2025-02-01T22:17:24,1738437444,Алексей Ермолов,user1829741608,,,,,вы приняты!,"[{'type': 'plain', 'text': 'вы приняты!'}]",42596.0,2025-02-01T22:17:31,1738437451,"[{'type': 'emoji', 'count': 1, 'emoji': '😁', 'recent': [{'from': 'Олег', 'from_id': 'user5392944830', 'date': '2025-02-01T22:17:31'}]}]",,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42598,message,2025-02-01T22:21:30,1738437690,Данилов | Маркетолог,user1164775873,,,,,"Читать надо где че подписывают, может и правда на рекламу куда нибудь","[{'type': 'plain', 'text': 'Читать надо где че подписывают, может и правда на рекламу куда нибудь'}]",42585.0,,,,,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42599,message,2025-02-01T22:22:31,1738437751,Данилов | Маркетолог,user1164775873,,,,,Тебя на карандаш взяли,"[{'type': 'plain', 'text': 'Тебя на карандаш взяли'}]",42572.0,,,,,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42600,message,2025-02-01T22:22:42,1738437762,Данилов | Маркетолог,user1164775873,,,512.0,377.0,,[],,2025-02-01T22:35:44,1738438544,"[{'type': 'emoji', 'count': 1, 'emoji': '😢', 'recent': [{'from': 'Никита', 'from_id': 'user244003881', 'date': '2025-02-01T22:35:44'}]}]",(File not included. Change data exporting settings to download.),sticker.webp,29344.0,(File not included. Change data exporting settings to download.),15450.0,image/webp,sticker,🌟,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42601,message,2025-02-01T22:26:29,1738437989,Олег,user5392944830,,,,,"Ничего не подписывал, заказчик заполнил форму, манагер позвонил когда форму получил, потом заказчику конкуренты начали трезвонить, а тот только у нас заказ сделал","[{'type': 'plain', 'text': 'Ничего не подписывал, заказчик заполнил форму, манагер позвонил когда форму получил, потом заказчику конкуренты начали трезвонить, а тот только у нас заказ сделал'}]",42598.0,,,,,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42602,message,2025-02-01T22:27:43,1738438063,Данилов | Маркетолог,user1164775873,,,,,О дела,"[{'type': 'plain', 'text': 'О дела'}]",42601.0,,,,,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42603,message,2025-02-01T22:34:00,1738438440,Олег,user5392944830,photos/photo_1809@01-02-2025_22-34-00.jpg,160759.0,1280.0,1082.0,Я перешёл по рекламе того чувака с рся площадками,"[{'type': 'plain', 'text': 'Я перешёл по рекламе того чувака с рся площадками'}]",,2025-02-01T22:57:24,1738439844,"[{'type': 'emoji', 'count': 1, 'emoji': '😁', 'recent': [{'from': 'Данилов | Маркетолог', 'from_id': 'user1164775873', 'date': '2025-02-01T22:57:24'}]}]",,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42604,message,2025-02-01T22:35:27,1738438527,Алексей Ермолов,user1829741608,,,,,"Я смог осилить только до ""страницы прокладки"" – дальше не осилил","[{'type': 'plain', 'text': 'Я смог осилить только до ""страницы прокладки"" – дальше не осилил'}]",42603.0,2025-02-01T22:35:56,1738438556,"[{'type': 'emoji', 'count': 1, 'emoji': '😁', 'recent': [{'from': 'Олег', 'from_id': 'user5392944830', 'date': '2025-02-01T22:35:56'}]}]",,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42605,message,2025-02-01T22:36:15,1738438575,Олег,user5392944830,,,,,тяжело даётся информация с космоса,"[{'type': 'plain', 'text': 'тяжело даётся информация с космоса'}]",42604.0,2025-02-01T22:36:35,1738438595,"[{'type': 'emoji', 'count': 1, 'emoji': '😁', 'recent': [{'from': 'Алексей Ермолов', 'from_id': 'user1829741608', 'date': '2025-02-01T22:36:35'}]}]",,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42606,message,2025-02-01T22:36:32,1738438592,Алексей Ермолов,user1829741608,,,,,о да,"[{'type': 'plain', 'text': 'о да'}]",42605.0,,,,,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42607,message,2025-02-01T22:37:02,1738438622,Олег,user5392944830,,,,,Надо туда Андрея натравить,"[{'type': 'plain', 'text': 'Надо туда Андрея натравить'}]",,2025-02-01T22:38:35,1738438715,"[{'type': 'emoji', 'count': 1, 'emoji': '👍', 'recent': [{'from': 'Алексей Ермолов', 'from_id': 'user1829741608', 'date': '2025-02-01T22:38:35'}]}]",,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42608,message,2025-02-01T22:38:04,1738438684,Tatyana Stremousova,user454218474,,,,,"Ну вот рук-во так не считает))) говорит, сейчас куча бесплатных прог, где баннеры для РК за пять мин можно верстать, если приноровиться)","[{'type': 'plain', 'text': 'Ну вот рук-во так не считает))) говорит, сейчас куча бесплатных прог, где баннеры для РК за пять мин можно верстать, если приноровиться)'}]",42594.0,,,,,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42609,message,2025-02-01T22:38:13,1738438693,Олег,user5392944830,,,,,А у тебя есть это видео?,"[{'type': 'plain', 'text': 'А у тебя есть это видео?'}]",42604.0,,,,,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42610,message,2025-02-01T22:39:17,1738438757,Алексей Ермолов,user1829741608,,,,,Тогда пусть сам попробует и на себя возьмет отвественность. Раз так говорит – знаичт только на словах.,"[{'type': 'plain', 'text': 'Тогда пусть сам попробует и на себя возьмет отвественность. Раз так говорит – знаичт только на словах.'}]",42608.0,2025-02-01T22:40:00,1738438800,"[{'type': 'emoji', 'count': 1, 'emoji': '🤣', 'recent': [{'from': 'Tatyana Stremousova', 'from_id': 'user454218474', 'date': '2025-02-01T22:40:00'}]}]",,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42611,message,2025-02-01T22:40:27,1738438827,Олег,user5392944830,photos/photo_1810@01-02-2025_22-40-27.jpg,76108.0,1024.0,1024.0,"ИИ попробуй,  там бывает сумасшедший результат.
Я вот вообще не понял что такое мне нарисовал 😁","[{'type': 'plain', 'text': 'ИИ попробуй,  там бывает сумасшедший результат.\nЯ вот вообще не понял что такое мне нарисовал 😁'}]",42608.0,,,,,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42612,message,2025-02-01T22:40:43,1738438843,Tatyana Stremousova,user454218474,,,,,"Ну вот я в supa  сделала парочку, получилось кустарно, отправила)","[{'type': 'plain', 'text': 'Ну вот я в supa  сделала парочку, получилось кустарно, отправила)'}]",42610.0,,,,,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42613,message,2025-02-01T22:41:35,1738438895,Олег,user5392944830,,,,,Осталось ка то это ему донести,"[{'type': 'plain', 'text': 'Осталось ка то это ему донести'}]",42610.0,,,,,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42614,message,2025-02-01T22:41:49,1738438909,Алексей Ермолов,user1829741608,,,,,"Да, понимаю Вас, что-то аналогичное и сам было делал. Но сейчас я стараюсь всегда объяснить что и для чего надо.","[{'type': 'plain', 'text': 'Да, понимаю Вас, что-то аналогичное и сам было делал. Но сейчас я стараюсь всегда объяснить что и для чего надо.'}]",42612.0,,,,,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42615,message,2025-02-01T22:42:23,1738438943,Алексей Ермолов,user1829741608,,,,,"Да, но это уже кто во что горазд. П – переговоры.","[{'type': 'plain', 'text': 'Да, но это уже кто во что горазд. П – переговоры.'}]",42613.0,,,,,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42616,message,2025-02-01T22:43:26,1738439006,Алексей Ермолов,user1829741608,,,,,Просто если делать – то только хорошо я считаю,"[{'type': 'plain', 'text': 'Просто если делать – то только хорошо я считаю'}]",42614.0,2025-02-01T22:46:01,1738439161,"[{'type': 'emoji', 'count': 1, 'emoji': '💯', 'recent': [{'from': 'Tatyana Stremousova', 'from_id': 'user454218474', 'date': '2025-02-01T22:46:01'}]}]",,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42617,message,2025-02-01T22:45:05,1738439105,Олег,user5392944830,,,,,"- вы художник?
- да, работы не боюсь, работу свою люблю","[{'type': 'plain', 'text': '- вы художник?\n- да, работы не боюсь, работу свою люблю'}]",42616.0,2025-02-01T22:45:25,1738439125,"[{'type': 'emoji', 'count': 1, 'emoji': '😁', 'recent': [{'from': 'Алексей Ермолов', 'from_id': 'user1829741608', 'date': '2025-02-01T22:45:25'}]}]",,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42618,message,2025-02-01T22:45:51,1738439151,Алексей Ермолов,user1829741608,,,,,"Нет, ну а что? Потом спросят, а ты ""пык"" мы, это все не я, из-за вас и пошло поехало.","[{'type': 'plain', 'text': 'Нет, ну а что? Потом спросят, а ты ""пык"" мы, это все не я, из-за вас и пошло поехало.'}]",42617.0,,,,,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42619,message,2025-02-01T22:46:30,1738439190,Олег,user5392944830,,,,,Так продолжение же есть у этой истории,"[{'type': 'plain', 'text': 'Так продолжение же есть у этой истории'}]",42618.0,,,,,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42620,message,2025-02-01T22:46:50,1738439210,Алексей Ермолов,user1829741608,,,,,"В студию, я возможно запамятовал, а может и не знал.","[{'type': 'plain', 'text': 'В студию, я возможно запамятовал, а может и не знал.'}]",42619.0,2025-02-01T22:46:56,1738439216,,,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42621,message,2025-02-01T22:47:09,1738439229,Алексей Ермолов,user1829741608,,,,,Или там что-то вульгарное?,"[{'type': 'plain', 'text': 'Или там что-то вульгарное?'}]",,,,,,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42622,message,2025-02-01T22:47:13,1738439233,Алексей Ермолов,user1829741608,,,,,😂,"[{'type': 'plain', 'text': '😂'}]",,,,,,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42623,message,2025-02-01T22:47:46,1738439266,Олег,user5392944830,photos/photo_1811@01-02-2025_22-47-46.jpg,109400.0,1280.0,854.0,Вот же,"[{'type': 'plain', 'text': 'Вот же'}]",,2025-02-01T22:58:30,1738439910,"[{'type': 'emoji', 'count': 1, 'emoji': '👍', 'recent': [{'from': 'Данилов | Маркетолог', 'from_id': 'user1164775873', 'date': '2025-02-01T22:58:30'}]}]",,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42624,message,2025-02-01T22:48:16,1738439296,Tatyana Stremousova,user454218474,,,,,"Разве в коммерции можно ИИ использовать? Я использовала в соц.рекламе. там, знаю, что можно","[{'type': 'plain', 'text': 'Разве в коммерции можно ИИ использовать? Я использовала в соц.рекламе. там, знаю, что можно'}]",42611.0,,,,,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42625,message,2025-02-01T22:48:24,1738439304,Алексей Ермолов,user1829741608,,,,,Классика! Исправлюсь!,"[{'type': 'plain', 'text': 'Классика! Исправлюсь!'}]",42623.0,,,,,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42626,message,2025-02-01T22:49:08,1738439348,Олег,user5392944830,,,,,"Конечно можно, яндекс в епк делает","[{'type': 'plain', 'text': 'Конечно можно, яндекс в епк делает'}]",42624.0,2025-02-01T22:49:40,1738439380,"[{'type': 'emoji', 'count': 1, 'emoji': '🔥', 'recent': [{'from': 'Tatyana Stremousova', 'from_id': 'user454218474', 'date': '2025-02-01T22:49:40'}]}]",,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42627,message,2025-02-01T22:58:05,1738439885,Ed,user6615497723,,,,,"По-моему canva хорошо подходит под цель создания креативов, там и своя ии есть , только бесплатная версия урезана сильно","[{'type': 'plain', 'text': 'По-моему canva хорошо подходит под цель создания креативов, там и своя ии есть , только бесплатная версия урезана сильно'}]",,,,,,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42628,message,2025-02-01T22:58:27,1738439907,Данилов | Маркетолог,user1164775873,,,512.0,512.0,,[],42623.0,,,,(File not included. Change data exporting settings to download.),sticker.webp,37466.0,(File not included. Change data exporting settings to download.),16090.0,image/webp,sticker,🍞,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42629,message,2025-02-01T22:59:21,1738439961,Данилов | Маркетолог,user1164775873,,,,,Через одного мобильного оператора чатгпт например про оплачивать можно думаю и канву тож,"[{'type': 'plain', 'text': 'Через одного мобильного оператора чатгпт например про оплачивать можно думаю и канву тож'}]",42627.0,,,,,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42630,message,2025-02-01T23:00:59,1738440059,Ed,user6615497723,,,,,"Да оплатить то не проблема, просто если политика руководства такая что даже на креативах экономят, то это фиаско","[{'type': 'plain', 'text': 'Да оплатить то не проблема, просто если политика руководства такая что даже на креативах экономят, то это фиаско'}]",,,,,,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42631,message,2025-02-01T23:02:29,1738440149,Олег,user5392944830,,,,,"Малый бизнес, только развивается","[{'type': 'plain', 'text': 'Малый бизнес, только развивается'}]",42630.0,,,,,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42632,message,2025-02-01T23:03:14,1738440194,Ed,user6615497723,,,,,"Успехов, с божьей помощью, как говорится ✊😅","[{'type': 'plain', 'text': 'Успехов, с божьей помощью, как говорится ✊😅'}]",42631.0,2025-02-01T23:03:24,1738440204,"[{'type': 'emoji', 'count': 1, 'emoji': '👍', 'recent': [{'from': 'Олег', 'from_id': 'user5392944830', 'date': '2025-02-01T23:03:24'}]}]",,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42633,message,2025-02-01T23:08:01,1738440481,Данилов | Маркетолог,user1164775873,,,,,Угу,"[{'type': 'plain', 'text': 'Угу'}]",42630.0,,,,,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42634,message,2025-02-01T23:27:51,1738441671,Данилов | Маркетолог,user1164775873,photos/photo_1812@01-02-2025_23-27-51.jpg,75470.0,590.0,1280.0,И правда че бы и нет,"[{'type': 'plain', 'text': 'И правда че бы и нет'}]",,,,,,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42635,message,2025-02-01T23:28:07,1738441687,Данилов | Маркетолог,user1164775873,,,,,Что у них там таргетолог вбивал в настройки,"[{'type': 'plain', 'text': 'Что у них там таргетолог вбивал в настройки'}]",,,,,,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42636,message,2025-02-01T23:28:12,1738441692,Данилов | Маркетолог,user1164775873,,,,,Азаза,"[{'type': 'plain', 'text': 'Азаза'}]",,,,,,,,,,,,,,,,
💬 Marketing Practicum Chat,private_supergroup,1782474569,42637,message,2025-02-01T23:29:22,1738441762,Данилов | Маркетолог,user1164775873,,,,,Крышка из серебра если то дешевле должно стоить,"[{'type': 'plain', 'text': 'Крышка из серебра если то дешевле должно стоить'}]",,,,,,,,,,,,,,,,
